country_of_citizenship,year,iso3c,billionaire_count,total_wealth,current_gdp,percent_of_gdp
Thailand,1997,THA,2,3.8,150.180456565728,2.5302892845693883
Lebanon,1998,LBN,1,3.3,17.2471790055219,19.133563807411424
Germany,1999,DEU,1,7.1,2194.9452788725903,0.3234704786648184
Colombia,1999,COL,1,1.3,86.278947636962,1.5067406773087233
Switzerland,1999,CHE,1,2.9,297.873643323126,0.9735671701756277
France,1999,FRA,1,1.8,1493.15173769846,0.12055037371985483
Hong Kong,1999,HKG,1,1.1,165.768095391557,0.6635776307869831
India,1999,IND,1,1.0,458.82105261579,0.21794989447386698
Brazil,1999,BRA,1,1.0,599.6420243195311,0.16676616371822706
Lebanon,1999,LBN,1,2.5,17.3910563692265,14.37520497273388
France,2000,FRA,1,2.1,1365.63966079216,0.15377409285124768
Japan,2000,JPN,3,3.8,4968.35907595659,0.07648400491802944
Norway,2000,NOR,1,2.9,171.457201935968,1.6913841864064871
Brazil,2000,BRA,1,1.0,655.448231983527,0.15256735028085824
Germany,2000,DEU,1,4.5,1947.98199101177,0.23100829580373725
Switzerland,2000,CHE,1,1.9,279.216033870204,0.6804766809642571
Belgium,2001,BEL,1,1.0,236.74614160437,0.4223933675215349
Portugal,2001,PRT,1,1.0,121.60410716499699,0.8223406456520114
United Arab Emirates,2001,ARE,1,1.9,103.31164057181799,1.8390957587002972
United States,2001,USA,182,695.0,10581.929,6.567800634458991
Australia,2001,AUS,1,2.2,379.62930167510797,0.5795126957514968
Switzerland,2001,CHE,7,28.3,286.582672434226,9.874986425250526
Hong Kong,2001,HKG,11,44.0,169.404327616605,25.973362439465284
Russia,2001,RUS,5,7.4,306.6020706205,2.4135518670907574
Greece,2001,GRC,1,4.6,136.30929522534,3.3746781482477033
Denmark,2001,DNK,1,1.9,164.791442543375,1.152972490971367
South Korea,2001,KOR,2,2.6,547.656279894587,0.47475033071846606
Saudi Arabia,2001,SAU,3,25.1,184.1376,13.631110647689555
United Kingdom,2001,GBR,10,24.9,1649.82726356701,1.5092489104686595
Germany,2001,DEU,16,75.3,1945.7909738031499,3.86989152554358
Singapore,2001,SGP,1,1.0,89.7937906696515,1.1136627516695092
Spain,2001,ESP,5,11.0,627.8300294122049,1.7520665601641516
Mexico,2001,MEX,8,24.1,796.064590656176,3.027392536092451
Egypt,2001,EGY,1,1.0,96.6846361185984,1.034290493448564
France,2001,FRA,9,51.6,1377.6573392913401,3.7454887023316537
Sweden,2001,SWE,5,36.0,242.39585249440898,14.851739264321926
Philippines,2001,PHL,2,2.5,78.9212344575487,3.167715276101942
South Africa,2001,ZAF,2,5.8,135.429905922526,4.282658221233608
India,2001,IND,4,12.600000000000001,485.44013920417103,2.5955826439602627
Brazil,2001,BRA,4,9.7,559.9836347989809,1.7321934780258423
Japan,2001,JPN,13,39.0,4374.71169409087,0.8914873190998882
Turkey,2001,TUR,3,8.2,201.753123806695,4.064373252459098
Canada,2001,CAN,8,21.0,738.9817923553719,2.841747958778019
Venezuela,2001,VEN,2,9.8,122.91103674672901,7.97324655245885
Argentina,2001,ARG,1,1.7,268.69675,0.6326834991491337
Thailand,2001,THA,1,1.2,120.296476180402,0.9975354541561352
Kuwait,2001,KWT,1,6.0,34.8895598698326,17.1971214953271
Italy,2001,ITA,8,31.4,1168.0234260563798,2.6883022463013804
Malaysia,2001,MYS,4,7.300000000000001,92.7839473684211,7.867740279483461
Israel,2001,ISR,4,8.9,134.63582209858,6.6104249680916585
Chile,2001,CHL,1,1.3,71.5747395614329,1.8162832417772257
Ireland,2001,IRL,1,2.1,109.34666922969501,1.9204974552893908
Norway,2001,NOR,2,2.5999999999999996,174.239354070977,1.492200205781801
Taiwan,2001,TWN,2,3.4,,
Colombia,2001,COL,1,1.5,98.20064120338921,1.527484934536487
Taiwan,2002,TWN,2,4.2,,
Belgium,2002,BEL,1,1.0,258.383599375177,0.3870214682426435
Brazil,2002,BRA,5,9.8,509.79527380671504,1.9223403008078093
South Korea,2002,KOR,1,2.5,627.246933729618,0.39856711377367265
Turkey,2002,TUR,4,9.8,240.249071871106,4.079100045496832
Colombia,2002,COL,1,1.1,97.9458128028882,1.1230699593189384
Malaysia,2002,MYS,4,8.1,100.845526315789,8.032086594139589
Spain,2002,ESP,4,12.6,708.756677088629,1.7777610296042952
United Arab Emirates,2002,ARE,1,1.8,109.816201497617,1.6391024051574574
China,2002,CHN,1,1.0,1470.55765479995,0.06800141407145556
Canada,2002,CAN,9,22.1,760.649334098005,2.905412390350236
Thailand,2002,THA,2,2.3,134.300904400022,1.7125722349190844
Denmark,2002,DNK,1,2.1,178.635163717431,1.1755804155792227
Switzerland,2002,CHE,6,23.7,309.30142243038597,7.662428389036628
Chile,2002,CHL,1,1.5,70.2640459391322,2.134804479234527
Sweden,2002,SWE,6,39.8,266.84906183565903,14.914798547993817
United Kingdom,2002,GBR,10,24.0,1785.7299160671498,1.34398823607419
Mexico,2002,MEX,7,22.7,810.6661165054779,2.800166374024911
South Africa,2002,ZAF,2,4.4,129.087556612449,3.4085392236602856
Philippines,2002,PHL,4,5.3,84.307345887543,6.286522181672798
Norway,2002,NOR,1,1.3,195.914852576467,0.6635535708006622
Israel,2002,ISR,3,6.3,125.06062286293201,5.037556871042357
India,2002,IND,4,11.1,514.939140318756,2.1555945413527726
Italy,2002,ITA,8,26.3,1276.7693384493,2.0598865596148057
United States,2002,USA,176,628.6,10929.108,5.751613031914407
Argentina,2002,ARG,1,1.0,97.7240042518602,1.0232900377503358
Hong Kong,2002,HKG,8,33.6,166.34886613102802,20.198514592539684
Australia,2002,AUS,2,3.1,395.788696012059,0.7832462198226976
Kuwait,2002,KWT,1,5.7,38.1357884138276,14.946590163934426
Ireland,2002,IRL,1,2.2,128.596035288401,1.7107836917880734
Venezuela,2002,VEN,2,9.4,92.89358773365491,10.119105343365293
Russia,2002,RUS,6,11.1,345.470494417863,3.2130095563455043
France,2002,FRA,9,41.0,1501.40938297138,2.7307675351581007
Netherlands,2002,NLD,2,8.6,473.861980070981,1.8148744490350932
Japan,2002,JPN,12,23.4,4182.84604587361,0.5594277136516695
Germany,2002,DEU,19,73.39999999999999,2078.4845174745096,3.5314191365344225
Saudi Arabia,2002,SAU,4,25.9,189.605866666667,13.659914883083763
Greece,2002,GRC,2,4.8,154.56420358695402,3.1055056013015574
Singapore,2002,SGP,1,1.2,92.5383728696942,1.296759347270729
Netherlands,2003,NLD,6,11.600000000000001,580.07036070196,1.9997574063192103
Mexico,2003,MEX,6,16.6,765.549967703273,2.1683757690959973
Chile,2003,CHL,1,1.4,76.4925796440605,1.830242889590804
Japan,2003,JPN,10,21.4,4519.5616452535305,0.47349724773583746
Brazil,2003,BRA,3,4.9,558.2337456518741,0.8777685043526087
Italy,2003,ITA,7,23.9,1577.62170705051,1.5149385871903958
Turkey,2003,TUR,3,4.8,314.59557214576705,1.5257684548007346
Thailand,2003,THA,2,2.4000000000000004,152.280615245887,1.5760377616840648
Canada,2003,CAN,11,26.6,895.540646634787,2.97027277320756
Israel,2003,ISR,3,5.0,131.299915899958,3.8080755541455753
Ireland,2003,IRL,1,2.3,164.670771259602,1.3967263178564158
Kuwait,2003,KWT,1,5.1,47.874582231588,10.652834473477624
Norway,2003,NOR,1,1.0,229.38546933702398,0.4359474045545373
South Korea,2003,KOR,1,2.8,702.7148551939041,0.39845464761483945
France,2003,FRA,9,37.4,1844.5447920368601,2.0276005311153553
Saudi Arabia,2003,SAU,4,23.599999999999998,215.807733333333,10.935660013419369
Spain,2003,ESP,5,15.5,907.491523174116,1.7080049349426365
Denmark,2003,DNK,1,2.3,218.096033517009,1.054581306642895
Germany,2003,DEU,28,76.6,2501.6403884823503,3.061990858185268
Greece,2003,GRC,1,3.3,202.370140236265,1.6306753536600236
Russia,2003,RUS,11,23.5,430.347420184885,5.460704281648529
Sweden,2003,SWE,5,43.9,334.33721232207597,13.130455833827423
Switzerland,2003,CHE,6,16.0,362.07508650776003,4.418972913690676
Colombia,2003,COL,1,1.0,94.6449691570987,1.056580195340469
Hong Kong,2003,HKG,7,25.4,161.38555880181102,15.738706851207414
Philippines,2003,PHL,2,3.0999999999999996,87.0390929742272,3.561617997234792
South Africa,2003,ZAF,2,4.2,197.01896530869698,2.131774468218974
India,2003,IND,7,17.4,607.700687237318,2.8632516575063516
Taiwan,2003,TWN,2,3.4000000000000004,,
Singapore,2003,SGP,2,2.9000000000000004,97.6464010956369,2.969899522625192
Malaysia,2003,MYS,3,6.5,110.202368421053,5.898239841057938
United States,2003,USA,165,556.8,11456.45,4.860144285533476
United Kingdom,2003,GBR,11,25.9,2054.4228571428603,1.2606946963206889
Belgium,2003,BEL,1,1.0,318.082528506588,0.3143838187828315
United Arab Emirates,2003,ARE,1,2.0,124.346358066712,1.6084105968966114
Argentina,2003,ARG,1,1.6,127.58697349217701,1.2540465191754893
Austria,2003,AUT,1,1.0,262.273631180054,0.381281181604371
Australia,2003,AUS,1,1.8,467.73907979033197,0.3848299356998063
Venezuela,2003,VEN,2,8.3,83.6206285821082,9.92578044525236
Chile,2004,CHL,1,2.8,99.075985773176,2.826113692585713
Argentina,2004,ARG,1,1.6,164.65793045278699,0.9717114721411941
Saudi Arabia,2004,SAU,4,27.3,258.742133333333,10.551045416646497
Taiwan,2004,TWN,5,9.299999999999999,,
Singapore,2004,SGP,3,6.8,115.033593101049,5.9113167003543685
China,2004,CHN,1,1.1,1955.34676872139,0.0562560062284653
Japan,2004,JPN,13,33.800000000000004,4893.1160056565595,0.6907663738388052
Thailand,2004,THA,2,3.3,172.895685154658,1.908665330223884
France,2004,FRA,9,56.7,2119.63318163437,2.6749911490006375
United Kingdom,2004,GBR,15,41.199999999999996,2421.5250823874,1.7014071132139836
Germany,2004,DEU,34,134.6,2814.35386935908,4.782625293337857
Italy,2004,ITA,10,35.1,1806.5429685455601,1.9429374562985822
Ireland,2004,IRL,1,2.4,194.372115041065,1.2347450144754313
Hong Kong,2004,HKG,11,46.3,169.099768875193,27.380285796944236
Philippines,2004,PHL,2,2.9,95.00199968533141,3.0525673244831375
Spain,2004,ESP,6,17.3,1069.05567527375,1.6182506112761657
Venezuela,2004,VEN,2,8.7,112.451400424964,7.736675547945079
Sweden,2004,SWE,8,53.3,385.118044877465,13.839912387631365
India,2004,IND,9,31.900000000000002,709.152728830775,4.498325777099603
South Korea,2004,KOR,1,3.4,793.175561887027,0.4286566761980327
Austria,2004,AUT,3,7.1,301.457562038541,2.3552237177225868
Netherlands,2004,NLD,6,15.399999999999999,658.380081545175,2.339074408790923
Switzerland,2004,CHE,6,23.0,403.912891033374,5.694297089938529
South Africa,2004,ZAF,2,6.1000000000000005,255.806908594573,2.384611124661945
Colombia,2004,COL,2,2.8,117.092416666245,2.3912735595687593
Belgium,2004,BEL,1,1.2,369.214712443206,0.32501413393286394
Israel,2004,ISR,5,11.4,139.973148371263,8.144419220865695
Kuwait,2004,KWT,1,8.4,59.439090600610804,14.132113925568168
United Arab Emirates,2004,ARE,1,3.7,147.824370319946,2.5029702423165046
United States,2004,USA,211,722.4,12217.196,5.91297708574046
Denmark,2004,DNK,1,2.5,251.373002954382,0.9945379856299399
Brazil,2004,BRA,5,7.8,669.289424806307,1.1654150971020238
Mexico,2004,MEX,6,25.8,819.459227375022,3.1484177782273894
Greece,2004,GRC,1,4.4,240.96356223612702,1.8260022217335565
Portugal,2004,PRT,1,1.2,189.382122532169,0.6336395346905906
Malaysia,2004,MYS,4,10.5,124.749473684211,8.416869177804747
Australia,2004,AUS,3,4.8,614.6599800825151,0.780919558054784
Russia,2004,RUS,17,52.8,591.016690732385,8.933757849472999
Norway,2004,NOR,4,6.5,265.268662473297,2.4503459773181144
Turkey,2004,TUR,4,6.1,408.865430220331,1.4919334209088815
Canada,2004,CAN,13,36.7,1026.69023827825,3.5745932542950407
South Africa,2005,ZAF,2,8.3,288.867217196534,2.8732924699977307
Colombia,2005,COL,2,6.2,145.60052960580302,4.258226269358909
Belgium,2005,BEL,1,1.8,385.714762230039,0.46666609014214655
Austria,2005,AUT,3,8.0,316.092273276015,2.5309065346922663
Japan,2005,JPN,14,42.0,4831.4670353898,0.8693011810358231
Israel,2005,ISR,6,15.4,147.083996033603,10.470207782824785
Denmark,2005,DNK,1,2.5,264.46733645717,0.9452963203283405
Kuwait,2005,KWT,1,9.0,80.7986301369863,11.138802705864402
Russia,2005,RUS,26,88.4,764.01597348111,11.570438717036282
Taiwan,2005,TWN,5,9.7,,
Kazakhstan,2005,KAZ,3,3.0,57.1236717338952,5.251763251450631
United Kingdom,2005,GBR,17,43.3,2543.18,1.702592816867072
France,2005,FRA,11,67.0,2196.9452324358,3.0496891324739885
Turkey,2005,TUR,7,14.9,506.314717661655,2.9428336724663278
Mexico,2005,MEX,7,37.300000000000004,917.5718535291041,4.065076741024609
United States,2005,USA,261,834.8,13039.197,6.402234738841663
Venezuela,2005,VEN,2,9.1,145.51348965187202,6.253715735751327
Netherlands,2005,NLD,8,21.0,685.348181515953,3.0641359481758803
